pl_hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,hip_name,ra,dec,st_radv,st_radverr1,st_radverr2,st_optmag,st_optmagerr,st_optband,st_bmvj,st_bmvjerr,st_rad,st_raderr1,st_raderr2,st_metfe,st_metfeerr1,st_metfeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,pl_disc_refname,pl_letter
K2-283,1.92103600,0.00005100,-0.00005300,0.029100,0.000300,-0.000300,,,,,,,,,,0,0.314,,13.194414,9.692924,,,,14.445,0.030,V (Johnson),1.071,0.058,0.82,0.01,-0.01,0.280,0.050,-0.050,5060.00,70.00,-70.00,4.56,0.02,-0.02,,,,Livingston et al. 2018,b
K2-282,4.16983600,0.00027900,-0.00030000,0.049900,0.000600,-0.000700,,,,,,,,,,0,0.252,,13.432017,7.995316,,,,14.042,0.036,V (Johnson),0.817,0.041,,,,,,,,,,,,,,,,Livingston et al. 2018,b
K2-282,0.70531000,0.00005000,-0.00005000,,,,,,,,,,,,,0,0.132,,13.432017,7.995316,,,,14.042,0.036,V (Johnson),0.817,0.041,,,,,,,,,,,,,,,,Heller et al. 2019,c
HD 5319,637.10000000,1.40000000,-1.40000000,1.570000,0.110000,-0.110000,0.092000,0.025000,-0.025000,,,,1.55600,0.04200,-0.04200,0,,HIP 4297,13.755836,0.789553,0.45,0.13,-0.13,8.050,,V (Johnson),0.985,,4.06,,,,,,4871.00,,,3.26,,,,,,Robinson et al. 2007,b
HD 5319,872.20000000,6.00000000,-6.00000000,1.930000,0.130000,-0.130000,0.183000,0.064000,-0.064000,,,,1.05300,0.07200,-0.07200,0,,HIP 4297,13.755836,0.789553,0.45,0.13,-0.13,8.050,,V (Johnson),0.985,,4.06,,,,,,4871.00,,,3.26,,,,,,Giguere et al. 2015,c
HD 5583,139.35000000,0.21000000,-0.22000000,0.530000,0.020000,-0.020000,0.076000,0.070000,-0.023000,,,,5.78000,0.53000,-0.53000,0,,,14.486255,34.985561,11.68,0.03,-0.03,7.600,0.010,V (Johnson),0.940,0.030,9.09,1.50,-1.50,-0.500,0.180,-0.180,4830.00,45.00,-45.00,2.53,0.14,-0.14,7.410,3.060,-2.170,Niedzielski et al. 2016,b
K2-148,4.38395000,0.00080000,-0.00080000,0.045400,0.001400,-0.001400,,,,,,,,,,0,0.119,,14.517821,-0.193155,1.52,1.19,-1.19,13.507,0.070,V (Johnson),1.360,0.130,0.63,0.06,-0.06,-0.110,0.120,-0.120,4079.00,70.00,-70.00,4.65,0.05,-0.05,,,,Hirano et al. 2018,b
K2-148,6.92260000,0.00070000,-0.00070000,0.061600,0.001900,-0.001900,,,,,,,,,,0,0.154,,14.517821,-0.193155,1.52,1.19,-1.19,13.507,0.070,V (Johnson),1.360,0.130,0.63,0.06,-0.06,-0.110,0.120,-0.120,4079.00,70.00,-70.00,4.65,0.05,-0.05,,,,Hirano et al. 2018,c
K2-148,9.75790000,0.00100000,-0.00100000,0.077400,0.002400,-0.002400,,,,,,,,,,0,0.146,,14.517821,-0.193155,1.52,1.19,-1.19,13.507,0.070,V (Johnson),1.360,0.130,0.63,0.06,-0.06,-0.110,0.120,-0.120,4079.00,70.00,-70.00,4.65,0.05,-0.05,,,,Hirano et al. 2018,d
HD 5608,779.90000000,4.90000000,-4.90000000,1.911000,0.088000,-0.088000,0.056000,0.039000,-0.039000,,,,1.68100,0.08100,-0.08100,0,,HIP 4552,14.559246,33.950886,-22.80,0.14,-0.14,5.990,,V (Johnson),1.016,0.018,5.14,,,,,,4877.00,,,3.19,,,,,,Sato et al. 2012,b
K2-209,2.08061500,0.00013400,-0.00013000,,,,,,,86.231,2.669,-6.348,,,,,0.077,,14.690681,1.383812,-26.20,0.55,-0.55,11.205,0.103,V (Johnson),0.845,0.217,0.71,0.02,-0.02,-0.060,0.080,-0.080,4720.00,50.00,-50.00,4.46,0.10,-0.10,,,,Mayo et al. 2018,b
K2-214,8.59680200,0.00100600,-0.00084700,0.083400,0.000900,-0.000900,,,,,,,,,,0,0.217,,14.876077,4.227798,-17.07,1.00,-1.00,11.805,0.208,V (Johnson),0.341,0.275,1.27,0.02,-0.02,0.050,0.050,-0.050,5854.00,85.00,-85.00,4.25,0.02,-0.02,,,,Mayo et al. 2018,b
HATS-68,3.58622020,0.00000470,-0.00000470,0.050710,0.000180,-0.000180,0.036000,,,83.210,0.190,-0.190,1.29000,0.05900,-0.05900,0,1.232,,15.005889,-58.904757,11.89,0.01,-0.01,12.276,0.020,V (Johnson),,,1.75,0.03,-0.03,0.210,0.043,-0.043,6147.00,22.00,-22.00,4.08,0.01,-0.01,3.020,0.110,-0.110,Hartman et al. 2018,b
HD 5891,177.11000000,0.32000000,-0.32000000,0.640000,0.040000,-0.040000,0.070000,0.020000,-0.020000,,,,7.63000,1.43000,-1.43000,0,,HIP 4715,15.138300,20.292484,-96.16,0.20,-0.20,8.250,,V (Johnson),0.990,,10.64,0.99,-0.99,-0.370,,,4673.00,123.00,-123.00,2.67,0.09,-0.09,,,,Johnson et al. 2011,b
K2-205,26.67226300,0.00416000,-0.00367600,,,,,,,89.097,0.657,-1.193,,,,,0.178,,15.217487,0.425996,19.70,1.24,-1.24,12.391,0.040,V (Johnson),0.603,0.045,1.08,0.13,-0.11,-0.260,0.080,-0.080,5890.00,50.00,-50.00,4.25,0.10,-0.10,,,,Mayo et al. 2018,b
Gl 49,13.85080000,0.00530000,-0.00510000,0.090500,0.001100,-0.001100,0.363000,0.099000,-0.096000,,,,0.01771,0.00211,-0.00214,0,,HIP 4872,15.661943,62.345043,-5.78,0.07,-0.07,9.560,0.020,V (Johnson),1.500,0.015,0.51,0.02,-0.02,0.130,0.160,-0.160,3805.00,51.00,-51.00,4.69,0.07,-0.07,,,,Perger et al. 2019,b
HD 6434,21.99800000,0.00900000,-0.00900000,0.140000,0.000000,0.000000,0.170000,0.030000,-0.030000,,,,0.49000,0.04000,-0.04000,0,,HIP 5054,16.167295,-39.488216,22.90,0.20,-0.20,7.710,0.120,V (Johnson),0.610,0.010,1.12,0.01,-0.01,-0.550,,,5769.00,14.00,-14.00,4.38,0.05,-0.05,,,,Mayor et al. 2004,b
K2-281,8.68772100,0.00015100,-0.00015000,0.077300,0.000800,-0.000800,,,,,,,,,,0,0.730,,16.227350,7.269234,,,,15.117,0.060,V (Johnson),1.120,0.072,0.76,0.01,-0.01,0.220,0.050,-0.050,4812.00,72.00,-72.00,4.59,0.02,-0.02,,,,Livingston et al. 2018,b
K2-222,15.38706300,0.00181500,-0.00187600,0.121100,0.001600,-0.001700,,,,,,,,,,0,0.213,,16.462280,11.753423,1.48,0.63,-0.63,9.543,0.028,V (Johnson),0.495,0.043,1.09,0.02,-0.02,-0.210,0.060,-0.060,6058.00,89.00,-89.00,4.37,0.03,-0.03,,,,Mayo et al. 2018,b
HIP 5158,345.72000000,5.37000000,-5.37000000,0.890000,,,0.520000,0.080000,-0.080000,,,,1.42000,,,0,,HIP 5158,16.508533,-22.453154,15.28,0.23,-0.23,10.167,0.035,V (Johnson),1.106,0.072,,,,0.100,0.070,-0.070,4962.00,89.00,-89.00,4.37,0.20,-0.20,6.000,,,Lo Curto et al. 2010,b
HIP 5158,9017.76000000,3180.74000000,-3180.74000000,7.700000,1.880000,-1.880000,0.140000,0.100000,-0.100000,,,,15.04000,10.55000,-10.55000,0,,HIP 5158,16.508533,-22.453154,15.28,0.23,-0.23,10.167,0.035,V (Johnson),1.106,0.072,,,,0.100,0.070,-0.070,4962.00,89.00,-89.00,4.37,0.20,-0.20,6.000,,,Feroz et al. 2011,c
K2-221,2.39909400,0.00012500,-0.00011800,,,,,,,85.447,3.166,-5.793,,,,,0.150,,16.654982,10.189687,8.70,0.59,-0.59,12.703,0.170,V (Johnson),0.640,0.175,0.95,0.04,-0.03,0.130,0.080,-0.080,5716.00,50.00,-50.00,4.57,0.10,-0.10,,,,Mayo et al. 2018,b
HD 6718,2496.00000000,180.00000000,-180.00000000,3.550000,0.180000,-0.180000,0.100000,0.080000,-0.080000,,,,1.68000,0.24000,-0.24000,0,,HIP 5301,16.952761,-8.233706,34.75,0.00,-0.00,8.450,,V (Johnson),0.662,,0.95,0.02,-0.02,-0.030,,,5801.00,41.00,-41.00,4.51,0.08,-0.08,,,,Naef et al. 2010,b
K2-204,7.05578400,0.00065000,-0.00064100,,,,,,,87.649,1.737,-3.326,,,,,0.272,,17.382523,-0.517620,,,,13.010,0.020,V (Johnson),0.633,0.028,1.18,0.16,-0.14,0.070,0.080,-0.080,5755.00,50.00,-50.00,4.23,0.10,-0.10,,,,Mayo et al. 2018,b
K2-210,0.57023300,0.00002800,-0.00002800,,,,,,,84.105,4.220,-9.012,,,,,0.073,,17.640936,1.578266,0.09,0.58,-0.58,11.535,0.137,V (Johnson),1.347,0.393,0.85,0.04,-0.03,0.050,0.080,-0.080,5396.00,50.00,-50.00,4.55,0.10,-0.10,,,,Mayo et al. 2018,b
HD 7199,615.00000000,7.00000000,-7.00000000,1.360000,0.020000,-0.020000,0.190000,0.160000,-0.160000,,,,0.27000,0.03000,-0.03000,0,,HIP 5529,17.696762,-66.188164,4.80,,,8.027,0.011,V (Johnson),0.865,0.020,0.97,0.02,-0.02,0.320,,,5371.00,28.00,-28.00,4.35,0.05,-0.05,,,,Dumusque et al. 2011,b
YZ Cet,1.96876000,0.00021000,-0.00021000,0.015570,0.000520,-0.000520,0.000000,0.120000,-0.120000,,,,0.00236,0.00041,-0.00041,0,,HIP 5643,18.127668,-16.998966,28.30,0.00,-0.00,12.074,,V (Johnson),1.780,0.015,0.17,0.01,-0.01,-0.260,0.080,-0.080,3056.00,60.00,-60.00,,,,5.000,1.000,-1.000,Astudillo-Defru et al. 2017,b
YZ Cet,3.06008000,0.00022000,-0.00022000,0.020900,0.000700,-0.000700,0.040000,0.110000,-0.110000,,,,0.00308,0.00044,-0.00044,0,,HIP 5643,18.127668,-16.998966,28.30,0.00,-0.00,12.074,,V (Johnson),1.780,0.015,0.17,0.01,-0.01,-0.260,0.080,-0.080,3056.00,60.00,-60.00,,,,5.000,1.000,-1.000,Astudillo-Defru et al. 2017,c
YZ Cet,4.65627000,0.00042000,-0.00042000,0.027640,0.000930,-0.000930,0.129000,0.096000,-0.096000,,,,0.00359,0.00053,-0.00053,0,,HIP 5643,18.127668,-16.998966,28.30,0.00,-0.00,12.074,,V (Johnson),1.780,0.015,0.17,0.01,-0.01,-0.260,0.080,-0.080,3056.00,60.00,-60.00,,,,5.000,1.000,-1.000,Astudillo-Defru et al. 2017,d
GU Psc,,,,2000.000000,200.000000,-200.000000,,,,,,,11.30000,1.70000,-1.70000,0,1.265,,18.146006,17.065475,-1.60,0.40,-0.40,13.550,,V (Johnson),1.750,,,,,0.100,0.130,-0.130,,,,,,,0.100,0.030,-0.030,Naud et al. 2014,b
K2-150,10.59357000,0.00084000,-0.00084000,0.072700,0.002700,-0.002700,,,,,,,,,,0,0.178,,18.344175,8.987539,,,,15.829,0.061,V (Johnson),1.524,0.127,0.44,0.04,-0.04,0.090,0.120,-0.120,3499.00,70.00,-70.00,4.82,0.04,-0.04,,,,Hirano et al. 2018,b
K2-212,9.79551000,0.00031600,-0.00031900,0.078500,0.000600,-0.000600,,,,,,,,,,0,0.225,,18.423407,3.096936,-6.84,1.29,-1.29,13.100,0.010,V (Johnson),1.301,0.014,0.65,0.01,-0.01,0.030,0.070,-0.070,4272.00,38.00,-38.00,4.64,0.01,-0.01,,,,Mayo et al. 2018,b
K2-215,8.26964800,0.00046700,-0.00045600,,,,,,,88.984,0.728,-1.429,,,,,0.189,,18.470087,6.123902,,,,12.986,0.010,V (Johnson),0.735,0.022,0.97,0.09,-0.05,0.110,0.080,-0.080,5704.00,50.00,-50.00,4.41,0.10,-0.10,,,,Mayo et al. 2018,b
HD 7449,1255.50000000,5.10000000,-5.10000000,2.380000,0.040000,-0.040000,0.920000,0.030000,-0.030000,,,,0.50800,0.11100,-0.11100,0,,HIP 5806,18.622173,-5.047387,-20.00,0.20,-0.20,7.483,0.011,V (Johnson),0.594,0.019,,,,,,,6024.00,,,4.51,,,,,,Dumusque et al. 2011,b
K2-151,3.83547600,0.00026600,-0.00025600,0.037300,0.000200,-0.000200,,,,,,,,,,0,0.133,,19.304525,9.501381,-49.63,1.88,-1.88,14.140,0.040,V (Johnson),1.517,0.155,0.45,0.01,-0.01,-0.190,0.070,-0.070,3695.00,32.00,-32.00,4.80,0.01,-0.01,,,,Hirano et al. 2018,b
K2-113,5.81768500,0.00004100,-0.00004100,0.064200,0.000900,-0.000900,,,,,,,,,,0,1.083,,19.449286,6.868895,,,,13.684,0.030,V (Johnson),0.761,0.058,1.24,0.03,-0.03,0.270,0.060,-0.060,5660.00,87.00,-87.00,4.27,0.03,-0.03,,,,Espinoza et al. 2017,b
WASP-118,4.04604350,0.00000440,-0.00000440,0.054530,0.000480,-0.000480,0.000000,,,88.700,0.900,-0.900,0.51400,0.02000,-0.02000,0,1.440,,19.550543,2.702824,5.88,0.00,-0.00,11.020,,V (Johnson),0.612,0.152,1.70,0.03,-0.03,0.160,0.100,-0.100,6410.00,125.00,-125.00,4.10,0.01,-0.01,1.170,5.720,-0.750,Hay et al. 2016,b
K2-295,4.02486700,0.00001500,-0.00001500,0.045100,0.000600,-0.001400,0.000000,,,89.300,0.460,-0.620,0.33500,0.06200,-0.06200,0,0.897,,19.609900,6.816871,-16.62,0.01,-0.01,13.946,0.040,V (Johnson),1.126,0.089,0.70,0.02,-0.02,0.140,0.120,-0.120,4444.00,70.00,-70.00,4.63,0.12,-0.12,,,,Smith et al. 2018,b
HD 7924,5.39792000,0.00025000,-0.00025000,0.060000,0.000000,0.000000,0.060000,0.050000,-0.050000,,,,0.02000,0.00000,0.00000,0,,HIP 6379,20.496313,76.710281,-23.40,,,7.185,,V (Johnson),0.826,,0.78,0.01,-0.01,-0.210,,,5131.00,14.00,-14.00,4.46,0.03,-0.03,,,,Howard et al. 2009,b
HD 7924,24.45100000,0.01500000,-0.01700000,0.155100,0.001800,-0.001900,0.210000,0.130000,-0.120000,,,,0.02026,0.00249,-0.00245,0,,HIP 6379,20.496313,76.710281,-23.40,,,7.185,,V (Johnson),0.826,,0.78,0.01,-0.01,-0.210,,,5131.00,14.00,-14.00,4.46,0.03,-0.03,,,,Fulton et al. 2015,d
HD 7924,15.29900000,0.00320000,-0.00330000,0.113400,0.001300,-0.001400,0.098000,0.096000,-0.069000,,,,0.02473,0.00230,-0.00223,0,,HIP 6379,20.496313,76.710281,-23.40,,,7.185,,V (Johnson),0.826,,0.78,0.01,-0.01,-0.210,,,5131.00,14.00,-14.00,4.46,0.03,-0.03,,,,Fulton et al. 2015,c
HD 8326,158.99100000,1.44000000,-1.44000000,0.533000,0.011000,-0.011000,0.200000,0.110000,-0.110000,,,,0.20955,0.06167,-0.06167,0,,HIP 6390,20.531721,-26.893103,20.86,0.16,-0.16,8.760,0.030,V (Johnson),0.970,0.010,,,,,,,4914.00,51.00,-32.00,,,,,,,Feng et al. 2019,b
2MASS J01225093-2439505,,,,52.000000,6.000000,-6.000000,,,,,,,24.50000,2.50000,-2.50000,0,,,20.712243,-24.664049,9.60,0.70,-0.70,14.240,0.070,V (Johnson),,,,,,,,,3530.00,50.00,-50.00,,,,0.120,0.010,-0.010,Bowler et al. 2013,b
K2-208,4.19094800,0.00023000,-0.00024800,,,,,,,88.043,1.376,-2.502,,,,,0.150,,20.779097,0.889177,11.59,0.79,-0.79,12.503,0.020,V (Johnson),0.738,0.045,0.86,0.03,-0.03,-0.110,0.080,-0.080,5582.00,50.00,-50.00,4.62,0.10,-0.10,,,,Mayo et al. 2018,b
HD 8535,1313.00000000,28.00000000,-28.00000000,2.450000,0.040000,-0.060000,0.150000,0.090000,-0.050000,,,,0.68000,0.07000,-0.04000,0,,HIP 6511,20.905149,-41.269802,2.46,0.00,-0.00,7.700,,V (Johnson),0.553,,1.19,0.04,-0.04,0.060,0.020,-0.020,6136.00,18.00,-18.00,4.46,0.06,-0.06,,,,Naef et al. 2010,b
HAT-P-51,4.21802780,0.00000590,-0.00000590,0.050690,0.000490,-0.000490,0.123000,,,88.480,0.570,-0.570,0.30900,0.01800,-0.01800,0,1.293,,21.065190,32.810764,-27.56,0.10,-0.10,13.440,0.040,V (Johnson),0.820,0.081,1.04,0.04,-0.03,0.270,0.080,-0.080,5449.00,50.00,-50.00,4.39,0.03,-0.03,8.200,1.700,-1.700,Hartman et al. 2015,b
K2-211,0.66955800,0.00003200,-0.00003200,,,,,,,81.569,6.224,-13.157,,,,,0.123,,21.105953,1.704954,-13.57,3.60,-3.60,13.075,0.110,V (Johnson),0.953,0.125,0.82,0.03,-0.02,0.110,0.080,-0.080,5221.00,50.00,-50.00,4.60,0.10,-0.10,,,,Mayo et al. 2018,b
HD 8574,227.00000000,0.20000000,-0.20000000,0.760000,0.010000,-0.010000,0.300000,0.030000,-0.030000,,,,2.03000,0.14000,-0.14000,0,,HIP 6643,21.302153,28.566692,18.60,0.20,-0.20,7.112,0.011,V (Johnson),0.574,0.019,1.38,0.02,-0.02,0.010,,,6064.00,14.00,-14.00,4.28,0.04,-0.04,,,,Perrier et al. 2003,b
HD 8673,1634.00000000,17.00000000,-17.00000000,3.020000,0.150000,-0.150000,0.723000,0.016000,-0.016000,,,,14.20000,1.60000,-1.60000,0,,HIP 6702,21.536604,34.579700,17.30,0.50,-0.50,6.310,,V (Johnson),0.474,0.017,1.39,0.10,-0.10,0.140,0.050,-0.050,6472.00,51.00,-51.00,4.27,0.22,-0.22,,,,Hartmann et al. 2010,b
HAT-P-53,1.96162410,0.00000390,-0.00000390,0.031590,0.000420,-0.000420,0.134000,,,86.200,1.500,-1.500,1.48400,0.05600,-0.05600,0,1.318,,21.871105,38.968147,-16.99,0.10,-0.10,13.730,0.180,V (Johnson),,,1.21,0.08,-0.06,0.000,0.080,-0.080,5956.00,50.00,-50.00,4.31,0.04,-0.04,4.670,1.450,-0.830,Hartman et al. 2015,b
HD 9174,1179.00000000,34.00000000,-34.00000000,2.200000,0.090000,-0.090000,0.120000,0.050000,-0.050000,,,,1.11000,0.14000,-0.14000,0,,HIP 6993,22.504177,-19.604502,23.25,0.14,-0.14,8.400,,V (Johnson),0.761,0.002,1.67,0.07,-0.07,0.390,0.100,-0.100,5577.00,100.00,-100.00,4.03,0.05,-0.05,9.000,3.000,-3.000,Jenkins et al. 2017,b
HD 9446,192.90000000,0.90000000,-0.90000000,0.654000,0.022000,-0.022000,0.060000,0.060000,-0.060000,,,,1.82000,0.17000,-0.17000,0,,HIP 7245,23.334101,29.265148,21.71,0.01,-0.01,8.369,0.015,V (Johnson),0.680,0.015,1.00,,,0.090,0.050,-0.050,5793.00,22.00,-22.00,4.53,0.16,-0.16,,,,Hebrard et al. 2010,c
HD 9446,30.05200000,0.02700000,-0.02700000,0.189000,0.006000,-0.006000,0.200000,0.060000,-0.060000,,,,0.70000,0.06000,-0.06000,0,,HIP 7245,23.334101,29.265148,21.71,0.01,-0.01,8.369,0.015,V (Johnson),0.680,0.015,1.00,,,0.090,0.050,-0.050,5793.00,22.00,-22.00,4.53,0.16,-0.16,,,,Hebrard et al. 2010,b
WASP-105,7.87288000,0.00001000,-0.00001000,0.075000,0.003000,-0.003000,0.000000,,,89.700,0.200,-0.200,1.80000,0.10000,-0.10000,0,0.960,,24.167667,-50.659027,24.68,0.00,-0.00,12.100,,V (Johnson),,,0.90,0.03,-0.03,0.280,0.160,-0.160,5070.00,130.00,-130.00,4.20,0.20,-0.20,,,,Anderson et al. 2017,b
ups And,1276.46000000,0.57000000,-0.57000000,2.513290,0.000750,-0.000750,0.298700,0.007200,-0.007200,,,,4.13200,0.02900,-0.02900,0,,HIP 7513,24.199345,41.405460,-28.90,0.10,-0.10,4.100,,V (Johnson),0.540,,1.56,,,,,,,,,,,,5.000,,,Butler et al. 1999,d
ups And,241.25800000,0.06400000,-0.06400000,0.827774,0.000015,-0.000015,0.259600,0.007900,-0.007900,,,,1.98100,0.01900,-0.01900,0,,HIP 7513,24.199345,41.405460,-28.90,0.10,-0.10,4.100,,V (Johnson),0.540,,1.56,,,,,,,,,,,,5.000,,,Butler et al. 1999,c
ups And,4.61703300,0.00002300,-0.00002300,0.059222,0.000000,-0.000000,0.021500,0.000700,-0.000700,,,,0.68760,0.00440,-0.00440,0,,HIP 7513,24.199345,41.405460,-28.90,0.10,-0.10,4.100,,V (Johnson),0.540,,1.56,,,,,,,,,,,,5.000,,,Butler et al. 1997,b
WASP-18,0.94145260,0.00000160,-0.00000150,0.020870,0.000680,-0.000680,0.009100,,,84.880,0.330,-0.330,10.40000,,,0,1.191,HIP 7562,24.354311,-45.677887,3.20,0.00,,9.303,0.018,V (Johnson),0.450,0.050,1.26,0.04,-0.04,0.110,0.080,-0.080,6431.00,48.00,-48.00,4.47,0.13,-0.13,,,,Hellier et al. 2009,b
HD 10180,604.67000000,10.42000000,-10.42000000,1.427000,0.028000,-0.028000,0.263000,0.152000,-0.152000,,,,0.07320,0.01380,-0.01380,0,,HIP 7599,24.473234,-60.511528,35.53,0.00,-0.00,7.321,0.010,V (Johnson),0.627,0.018,1.11,0.04,-0.04,0.080,0.010,-0.010,5911.00,19.00,-19.00,4.39,0.03,-0.03,,,,Lovis et al. 2011,g
HD 10180,2205.00000000,105.90000000,-105.90000000,3.381000,0.121000,-0.121000,0.095000,0.086000,-0.086000,,,,0.20660,0.01390,-0.01390,0,,HIP 7599,24.473234,-60.511528,35.53,0.00,-0.00,7.321,0.010,V (Johnson),0.627,0.018,1.11,0.04,-0.04,0.080,0.010,-0.010,5911.00,19.00,-19.00,4.39,0.03,-0.03,,,,Lovis et al. 2011,h
HD 10180,5.75969000,0.00028000,-0.00028000,0.064120,0.001010,-0.001010,0.073000,0.031000,-0.031000,,,,0.04160,0.00140,-0.00140,0,,HIP 7599,24.473234,-60.511528,35.53,0.00,-0.00,7.321,0.010,V (Johnson),0.627,0.018,1.11,0.04,-0.04,0.080,0.010,-0.010,5911.00,19.00,-19.00,4.39,0.03,-0.03,,,,Lovis et al. 2011,c
HD 10180,16.35700000,0.00380000,-0.00380000,0.128590,0.002020,-0.002020,0.131000,0.052000,-0.052000,,,,0.03780,0.00220,-0.00220,0,,HIP 7599,24.473234,-60.511528,35.53,0.00,-0.00,7.321,0.010,V (Johnson),0.627,0.018,1.11,0.04,-0.04,0.080,0.010,-0.010,5911.00,19.00,-19.00,4.39,0.03,-0.03,,,,Lovis et al. 2011,d
HD 10180,49.74800000,0.02500000,-0.02500000,0.269900,0.004300,-0.004300,0.051000,0.033000,-0.033000,,,,0.08050,0.00320,-0.00320,0,,HIP 7599,24.473234,-60.511528,35.53,0.00,-0.00,7.321,0.010,V (Johnson),0.627,0.018,1.11,0.04,-0.04,0.080,0.010,-0.010,5911.00,19.00,-19.00,4.39,0.03,-0.03,,,,Lovis et al. 2011,e
HD 10180,122.74400000,0.23200000,-0.23200000,0.492900,0.007800,-0.007800,0.119000,0.054000,-0.054000,,,,0.07220,0.00470,-0.00470,0,,HIP 7599,24.473234,-60.511528,35.53,0.00,-0.00,7.321,0.010,V (Johnson),0.627,0.018,1.11,0.04,-0.04,0.080,0.010,-0.010,5911.00,19.00,-19.00,4.39,0.03,-0.03,,,,Lovis et al. 2011,f
WASP-97,2.07276000,0.00000100,-0.00000100,,,,0.000000,,,88.000,1.150,-1.150,1.36000,0.19000,-0.19000,0,1.140,,24.604338,-55.772083,6.81,0.00,-0.00,,,,,,1.08,0.06,-0.06,0.230,,,5640.00,100.00,-100.00,4.45,0.08,-0.08,,,,Hellier et al. 2014,b
HD 10442,1032.30000000,8.90000000,-8.90000000,2.010000,0.120000,-0.120000,0.132000,0.044000,-0.044000,,,,1.48700,0.07600,-0.07600,0,,,25.471457,2.704376,7.94,0.16,-0.16,7.840,,V (Johnson),0.930,,1.97,,,,,,4912.00,,,3.19,,,,,,Giguere et al. 2015,b
HD 10647,989.20000000,8.10000000,-8.10000000,2.015000,0.011000,-0.011000,0.150000,0.080000,-0.080000,,,,0.94000,0.08000,-0.08000,0,,HIP 7978,25.622149,-53.740833,27.68,0.00,-0.00,5.520,,V (Johnson),0.550,,1.10,0.02,-0.02,0.000,0.010,-0.010,6218.00,20.00,-20.00,4.62,0.04,-0.04,1.400,0.900,-0.900,Butler et al. 2006,b
BD+20 274,578.20000000,5.40000000,-5.40000000,1.300000,,,0.210000,0.060000,-0.060000,,,,4.20000,,,0,,,25.920324,21.005314,8.39,0.38,-0.38,9.360,,V (Johnson),1.358,0.067,17.30,0.90,-0.90,-0.460,0.070,-0.070,4296.00,10.00,-10.00,1.99,0.05,-0.05,,,,Gettel et al. 2012,b
tau Cet,162.87000000,1.08000000,-0.46000000,0.538000,0.060000,-0.060000,0.180000,0.180000,-0.140000,,,,0.01237,0.00261,-0.00201,0,,HIP 8102,26.017012,-15.937480,-17.10,0.10,-0.10,3.500,,V (Johnson),0.720,,,,,,,,,,,,,,,,,Feng et al. 2017,e
tau Cet,636.13000000,11.70000000,-47.69000000,1.334000,0.017000,-0.044000,0.160000,0.070000,-0.160000,,,,0.01237,0.00330,-0.00431,0,,HIP 8102,26.017012,-15.937480,-17.10,0.10,-0.10,3.500,,V (Johnson),0.720,,,,,,,,,,,,,,,,,Feng et al. 2017,f
tau Cet,49.41000000,0.08000000,-0.10000000,0.243000,0.003000,-0.003000,0.230000,0.160000,-0.150000,,,,0.00576,0.00214,-0.00082,0,,HIP 8102,26.017012,-15.937480,-17.10,0.10,-0.10,3.500,,V (Johnson),0.720,,,,,,,,,,,,,,,,,Feng et al. 2017,h
tau Cet,20.00000000,0.02000000,-0.01000000,0.133000,0.001000,-0.002000,0.060000,0.130000,-0.060000,,,,0.00551,0.00079,-0.00126,0,,HIP 8102,26.017012,-15.937480,-17.10,0.10,-0.10,3.500,,V (Johnson),0.720,,,,,,,,,,,,,,,,,Feng et al. 2017,g
HD 10697,1075.69000000,0.82000000,-0.82000000,2.140000,0.088000,-0.088000,0.104300,0.008300,-0.008300,,,,6.38300,0.07800,-0.07800,0,,HIP 8159,26.232603,20.083149,-46.60,0.10,-0.10,6.270,,V (Johnson),0.706,0.019,1.79,,,,,,5600.00,,,3.96,,,,,,Vogt et al. 2000,b
WASP-76,1.80988600,0.00000100,-0.00000100,0.033000,0.000500,-0.000500,0.000000,,,88.000,1.300,-1.600,0.92000,0.03000,-0.03000,0,1.830,,26.632746,2.700539,-1.07,0.00,-0.00,9.500,,V (Johnson),,,1.73,0.04,-0.04,0.230,0.100,-0.100,6250.00,100.00,-100.00,4.13,0.01,-0.01,5.300,6.100,-2.900,West et al. 2016,b
WASP-181,4.51950640,0.00000340,-0.00000340,0.054270,0.000690,-0.000690,,,,88.380,0.760,-0.590,0.29900,0.03400,-0.03400,0,1.184,,26.793208,3.133056,-8.55,0.01,-0.01,12.910,,V (Johnson),,,0.96,0.04,-0.04,0.090,0.040,-0.040,5839.00,70.00,-70.00,4.49,0.04,-0.04,2.500,1.700,-1.700,Turner et al. 2019,b
HIP 8541,1560.20000000,53.90000000,-53.90000000,2.800000,0.250000,-0.250000,0.160000,0.060000,-0.060000,,,,5.50000,1.00000,-1.00000,0,,HIP 8541,27.526375,-54.464962,6.61,0.15,-0.15,7.880,,V (Johnson),1.080,,7.83,1.02,-1.02,-0.150,0.080,-0.080,4670.00,100.00,-100.00,2.70,0.20,-0.20,,,,Jones et al. 2016,b
